car_id,charge_type,start_soc,end_soc,soc_quan,start_time,end_time,duration,duration_hour,lines,b_modul_1_temp_avg,b_modul_2_temp_avg,b_modul_3_temp_avg,b_modul_4_temp_avg,b_pack_current_avg,b_pack_volt_avg,source_path,car_type,fast_pack_current_ref,fast_modul_temp_ref,slow_pack_current_ref,slow_modul_temp_ref,fast_slope_1,fast_slope_2,fast_slope_3,slow_slope_1,slow_slope_2,slow_slope_3
M2211122911,slow,81.0,97.0,16.0,2024-07-30 01:03:37,2024-07-30 04:43:44,13207.0,3.6686111111111113,1244,32.61575562700965,34.646302250803856,31.30064308681672,31.95418006430868,-5.131028938906752,785.3065112540194,GV60/M2211122911.csv#segment_157,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,4.36132354054668,4.957494425371017,4.712009838819912
M2211122911,slow,78.5,97.0,18.5,2024-08-08 01:43:48,2024-08-08 05:41:06,14238.0,3.955,1423,31.956430077301476,33.3682361208714,30.347856640899508,30.27758257203092,-5.377512297962051,783.1699226985241,GV60/M2211122911.csv#segment_163,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,4.677623261694058,5.073319590995149,4.880021368958419
M2211122911,slow,81.5,97.0,15.5,2024-09-04 01:19:24,2024-09-04 05:27:12,14868.0,4.13,1467,32.79550102249489,34.248807089297884,31.773006134969325,32.36196319018405,-4.448738922972051,786.1977505112475,GV60/M2211122911.csv#segment_200,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,3.7530266343825667,4.920317408156818,4.6685257470330725
M2211122911,slow,70.0,97.0,27.0,2024-09-08 23:49:18,2024-09-09 05:16:18,19620.0,5.45,1910,31.994240837696335,33.29633507853403,30.483769633507855,30.541884816753928,-5.5640314136125655,777.1366492146597,GV60/M2211122911.csv#segment_211,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,4.954128440366972,5.193092777913739,4.990477783264596
M2211122911,slow,48.5,75.0,26.5,2024-09-12 02:20:24,2024-09-12 07:00:34,16810.0,4.669444444444444,1682,30.94470868014269,33.13793103448276,30.414387633769323,31.269916765755053,-6.752556480380499,735.8124851367419,GV60/M2211122911.csv#segment_212,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,5.675193337299227,4.901859158525535,4.717338316553621
M2211122911,fast,36.0,54.5,18.5,2024-09-26 19:56:36,2024-09-26 20:16:06,1170.0,0.325,91,29.076923076923077,31.417582417582416,28.956043956043956,30.406593406593405,-64.28241758241757,720.0593406593407,GV60/M2211122911.csv#segment_225,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,56.92307692307692,65.81529503154812,66.72446963621967,,,
M2211122911,fast,33.0,87.5,54.5,2024-10-17 22:00:50,2024-10-17 22:35:01,2051.0,0.5697222222222222,162,29.117283950617285,34.2037037037037,28.97530864197531,33.30864197530864,-110.3604938271605,760.2111111111111,GV60/M2211122911.csv#segment_249,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,95.66065333983423,64.42439876833544,64.38861382769292,,,
M2211122911,fast,42.0,59.5,17.5,2024-10-20 18:00:34,2024-10-20 18:11:54,680.0,0.1888888888888888,51,26.725490196078432,30.0,26.823529411764707,29.45098039215686,-98.26274509803925,742.6725490196078,GV60/M2211122911.csv#segment_252,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,92.64705882352945,70.07666268437197,72.24601817645254,,,
M2211122911,slow,37.5,87.5,50.0,2024-10-20 21:23:49,2024-10-21 06:12:55,31746.0,8.818333333333333,3173,25.91270091396155,27.796722344784115,24.565710683895368,25.095808383233532,-6.224803025527891,743.5319571383546,GV60/M2211122911.csv#segment_254,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,5.67000567000567,5.312589661779405,5.410059597176383
M2211122911,slow,65.0,87.5,22.5,2024-10-22 23:21:39,2024-10-23 03:18:33,14214.0,3.9483333333333337,1332,25.864114114114113,27.704954954954953,24.5990990990991,24.563063063063066,-5.910960960960962,767.2904654654654,GV60/M2211122911.csv#segment_263,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,5.698607007176023,5.622882519068037,5.735037939752701
M2211122911,slow,44.0,83.5,39.5,2024-10-31 00:55:45,2024-10-31 07:25:47,23402.0,6.500555555555556,2324,25.5012908777969,27.26893287435456,24.17340791738382,24.532702237521516,-6.77276247848537,741.1570137693632,GV60/M2211122911.csv#segment_279,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,6.07640372617725,5.232740154965973,5.353530077550522
M2220343146,slow,45.0,85.0,40.0,2023-07-16 00:06:24,2023-07-16 05:56:36,21012.0,5.836666666666667,2075,28.9455421686747,30.747951807228915,28.505060240963857,28.9889156626506,-7.868000000000001,742.3495903614457,GV60/M2220343146.csv#segment_1,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,6.853226727584238,5.0801804834704845,4.997910280041026
M2220343146,slow,62.5,97.0,34.5,2023-08-13 00:23:56,2023-08-13 06:32:48,22132.0,6.147777777777778,2202,31.259309718437784,33.38555858310627,30.190735694822887,31.08219800181653,-6.344459582198001,771.8214804722978,GV60/M2220343146.csv#segment_15,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,5.611783842400144,5.158871285259686,4.962730086519123
M2220343146,slow,59.5,91.5,32.0,2023-08-19 02:35:16,2023-08-19 07:21:35,17179.0,4.771944444444444,1658,31.7503015681544,33.25211097708082,30.889022919179737,30.916164053075995,-7.616405307599518,761.5062123039805,GV60/M2220343146.csv#segment_20,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,6.705861808021422,5.135147769445135,4.9284854386056125
M2220343146,slow,61.5,97.0,35.5,2023-08-19 23:55:28,2023-08-20 06:20:40,23112.0,6.42,2284,31.47854640980735,33.00744308231173,30.55385288966725,30.746497373029772,-6.362346760070053,771.2239492119089,GV60/M2220343146.csv#segment_22,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,5.529595015576324,5.069024411389564,4.877965169987216
M2220343146,slow,50.0,96.5,46.5,2023-08-26 23:46:31,2023-08-27 07:34:56,28105.0,7.8069444444444445,2756,31.480406386066765,33.2645137880987,30.433962264150946,30.920174165457183,-6.787191582002903,762.1120101596517,GV60/M2220343146.csv#segment_25,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,5.956235545276641,5.118351987177255,4.921432027139867
M2220343146,slow,72.0,97.0,25.0,2023-09-01 02:12:03,2023-09-01 06:47:10,16507.0,4.585277777777778,1653,31.15003024803388,33.39987900786449,29.949788263762855,30.333333333333332,-5.901633393829402,780.7561403508771,GV60/M2220343146.csv#segment_29,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,5.452232386260374,5.388284562084385,5.19803366901903
M2220343146,slow,69.5,97.0,27.5,2023-09-14 01:20:33,2023-09-14 06:04:42,17049.0,4.735833333333333,1694,28.95159386068477,31.520070838252657,28.156434474616297,28.939787485242032,-6.508323494687131,776.8674734356553,GV60/M2220343146.csv#segment_42,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,5.806792187225057,5.203739475487553,5.114519340389846
M2220343146,fast,21.0,78.5,57.5,2023-09-24 08:07:04,2023-09-24 08:34:24,1640.0,0.4555555555555555,148,36.520270270270274,43.648648648648646,37.01351351351352,42.858108108108105,-167.88986486486488,757.2662162162162,GV60/M2220343146.csv#segment_58,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,126.21951219512196,55.87694898550661,51.03552080185672,,,
M2220343146,fast,33.0,78.0,45.0,2023-09-24 11:31:19,2023-09-24 11:48:09,1010.0,0.2805555555555555,92,34.16304347826087,37.92391304347826,34.27173913043478,37.369565217391305,-201.32608695652175,753.8673913043477,GV60/M2220343146.csv#segment_60,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,160.39603960396042,59.21398031098058,56.49820436158292,,,
M2220343146,slow,70.5,97.0,26.5,2023-09-29 23:09:39,2023-09-30 04:18:20,18521.0,5.144722222222223,1854,29.68824163969795,31.949298813376483,29.307443365695793,30.436893203883496,-6.066396979503776,777.5146709816612,GV60/M2220343146.csv#segment_75,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,5.150909778089735,4.952238010609157,4.820110495711777
M2220343146,slow,81.0,97.0,16.0,2023-10-03 04:43:44,2023-10-03 08:15:53,12729.0,3.535833333333333,1272,26.27201257861635,28.29874213836478,25.82547169811321,27.007861635220127,-5.490566037735849,785.6593553459119,GV60/M2220343146.csv#segment_83,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,4.52510016497761,4.80683783150682,4.846562058459614
M2220343146,slow,71.0,97.0,26.0,2023-10-28 23:19:11,2023-10-29 04:02:30,16999.0,4.7219444444444445,1645,25.33677811550152,28.13677811550152,24.42188449848024,25.635866261398174,-6.291550151975683,778.2584802431611,GV60/M2220343146.csv#segment_100,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,5.506206247426319,5.104382428893982,5.195985985509644
M2220343870,slow,70.0,88.5,18.5,2023-07-24 00:00:29,2023-07-24 07:10:33,25804.0,7.167777777777777,2540,28.0,30.54015748031496,27.13188976377953,28.0,-2.784685039370079,768.2088976377953,GV60/M2220343870.csv#segment_38,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,2.580995194543482,5.405794192471991,5.365760015954971
M2220344138,fast,48.0,73.0,25.0,2023-07-08 12:12:18,2023-07-08 12:22:07,589.0,0.1636111111111111,60,28.95,29.416666666666668,28.666666666666668,29.0,-183.51166666666668,763.4683333333331,GV60/M2220344138.csv#segment_6,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,152.80135823429544,61.88625490709736,63.33275675225008,,,
M2220344138,fast,27.5,52.5,25.0,2023-07-20 01:02:36,2023-07-20 01:16:20,824.0,0.2288888888888889,76,30.23684210526316,31.539473684210527,29.61842105263158,30.69736842105263,-150.23552631578943,722.3171052631579,GV60/M2220344138.csv#segment_26,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,109.22330097087378,54.03477179788127,54.4792956663317,,,
M2220344138,slow,63.0,94.0,31.0,2023-07-21 01:56:57,2023-07-21 06:26:55,16198.0,4.499444444444444,1481,31.0,33.76164753544902,30.0,31.48210668467252,-7.825658338960162,767.1544226873735,GV60/M2220344138.csv#segment_33,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,6.889739474009137,5.134880131613597,4.93546676680738
M2220344138,fast,34.5,79.0,44.5,2023-09-10 01:27:43,2023-09-10 02:28:13,3630.0,1.0083333333333333,366,27.453551912568305,30.78415300546448,27.483606557377048,30.69945355191257,-51.473770491803286,734.0784153005465,GV60/M2220344138.csv#segment_84,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,44.13223140495868,63.723639436126106,65.15136609754029,,,
M2220344138,slow,32.0,80.5,48.5,2023-09-17 23:27:12,2023-09-18 06:37:16,25804.0,7.167777777777777,2528,28.131724683544306,31.258306962025316,27.42009493670886,28.693037974683545,-7.757001582278481,730.4884098101265,GV60/M2220344138.csv#segment_89,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,6.766392807316696,5.087585479475625,5.026617975229548
M2220344260,slow,50.0,93.5,43.5,2024-05-07 01:03:26,2024-05-07 06:43:27,20401.0,5.666944444444445,2040,17.708823529411763,21.23578431372549,16.893137254901962,19.037254901960782,-8.391813725490197,757.4304901960784,GV60/M2220344260.csv#segment_11,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,7.676094309102495,5.334980786668814,5.812924793430445
M2220344260,slow,33.5,74.0,40.5,2024-05-17 01:39:58,2024-05-17 06:39:58,18000.0,5.0,1755,18.96695156695157,23.247863247863247,18.744729344729343,21.883760683760684,-8.75088319088319,728.2495726495727,GV60/M2220344260.csv#segment_26,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,8.1,5.398604658174236,5.77470420666474
M2220344260,slow,38.5,79.5,41.0,2024-06-07 01:40:22,2024-06-07 06:57:32,19030.0,5.286111111111111,1870,25.920855614973263,29.88021390374331,25.358823529411765,28.40909090909091,-8.635828877005348,734.2827272727272,GV60/M2220344260.csv#segment_83,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,7.756174461376773,5.2383189024807795,5.2532578977241835
M2220344260,slow,56.0,81.0,25.0,2024-06-10 00:17:04,2024-06-10 03:41:21,12257.0,3.4047222222222224,1226,25.0,28.795269168026103,24.699021207177815,27.314029363784663,-8.506117455138662,747.5460032626428,GV60/M2220344260.csv#segment_90,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,7.3427429224116825,5.034720211838183,5.096413300818242
M2220344260,slow,24.0,97.0,73.0,2024-07-06 23:25:41,2024-07-07 09:40:41,36900.0,10.25,3558,28.550309162450816,32.29595278246206,27.66891512085441,30.48369870713884,-7.996037099494097,743.3822934232716,GV60/M2220344260.csv#segment_142,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,7.121951219512195,5.194844920513824,5.087192869690044
M2220344260,slow,33.5,96.5,63.0,2024-08-31 23:46:45,2024-09-01 08:17:45,30660.0,8.516666666666667,3023,30.860072775388687,34.512735693020176,29.8415481309957,32.48991068475025,-8.309990076083361,745.8868342705922,GV60/M2220344260.csv#segment_225,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,7.397260273972602,5.191809963813569,4.971228960009078
M2220344260,slow,36.0,84.5,48.5,2024-09-02 00:23:38,2024-09-02 06:45:22,22904.0,6.362222222222222,2240,29.325892857142858,32.18035714285714,28.53482142857143,30.535267857142856,-8.769107142857141,733.2389732142857,GV60/M2220344260.csv#segment_226,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,7.623122598672722,5.0702096902144635,4.945145261011235
M2220344260,slow,72.5,97.0,24.5,2024-09-07 01:20:41,2024-09-07 05:23:29,14568.0,4.046666666666667,1387,30.0,34.0,29.0,32.0,-6.3807498197548655,781.8054073540015,GV60/M2220344260.csv#segment_245,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,6.0543657331136735,5.534078668629222,5.336369989958602
M2220344260,slow,56.5,92.0,35.5,2024-09-10 01:58:05,2024-09-10 06:36:54,16729.0,4.646944444444444,1574,31.0,34.19822109275731,30.0,32.0,-8.343964421855146,761.3433926302414,GV60/M2220344260.csv#segment_255,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,7.639428537270608,5.3399454687132,5.119826377134943
M2220344260,slow,42.5,67.5,25.0,2024-09-14 23:11:34,2024-09-15 02:24:40,11586.0,3.2183333333333333,1123,30.964381121994656,34.306322350845946,29.929652715939447,31.78539626001781,-8.629385574354407,727.8453250222618,GV60/M2220344260.csv#segment_264,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,7.767995857068876,5.250220022756252,5.03658829176095
M2220344260,fast,60.0,78.5,18.5,2024-10-03 02:39:38,2024-10-03 02:52:23,765.0,0.2125,77,18.155844155844157,21.571428571428573,18.181818181818183,21.727272727272727,-103.32337662337665,765.9363636363636,GV60/M2220344260.csv#segment_298,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,87.05882352941177,62.62458633816732,69.78670854246495,,,
M2220344260,fast,20.0,43.5,23.5,2024-10-03 21:16:12,2024-10-03 21:26:43,631.0,0.1752777777777777,65,23.861538461538466,27.784615384615385,23.76923076923077,27.95384615384615,-175.3107692307692,723.9615384615385,GV60/M2220344260.csv#segment_299,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,134.07290015847866,56.84117869477825,59.96936546065914,,,
M2220344260,fast,71.0,88.5,17.5,2024-10-03 21:36:54,2024-10-03 21:47:00,606.0,0.1683333333333333,62,38.24193548387097,45.16129032258065,37.41935483870968,45.096774193548384,-95.34032258064516,795.4983870967743,GV60/M2220344260.csv#segment_300,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,103.96039603960398,81.04420659817227,72.8310653170549,,,
M2220344260,fast,22.5,78.5,56.0,2024-10-08 03:12:12,2024-10-08 03:31:09,1137.0,0.3158333333333333,112,31.0625,35.589285714285715,30.660714285714285,35.8125,-210.4830357142857,752.8071428571428,GV60/M2220344260.csv#segment_305,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,177.30870712401057,62.609989509154616,61.39813492882802,,,
M2220344260,fast,41.5,59.5,18.0,2024-10-26 23:05:20,2024-10-26 23:13:59,519.0,0.1441666666666666,39,21.76923076923077,23.871794871794872,21.333333333333332,23.43589743589743,-157.6871794871795,744.9974358974358,GV60/M2220344260.csv#segment_334,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,124.85549132947982,58.84938513046437,63.994660334990265,,,
M2220344260,fast,39.0,61.0,22.0,2024-10-31 21:27:29,2024-10-31 21:38:00,631.0,0.1752777777777777,26,21.115384615384617,23.846153846153847,21.0,23.384615384615383,-118.2,731.3653846153846,GV60/M2220344260.csv#segment_357,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,125.51505546751194,78.92398629846062,86.03436698300338,,,
M2220878266,slow,63.0,78.5,15.5,2023-07-08 03:29:22,2023-07-08 05:59:17,8995.0,2.498611111111111,900,24.0,26.982222222222223,23.592222222222222,25.0,-7.14211111111111,753.2472222222223,GV60/M2220878266.csv#segment_8,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,6.203446359088383,5.065879112374077,5.20690415444783
M2220878266,slow,71.5,97.0,25.5,2023-08-10 00:48:21,2023-08-10 05:59:21,18660.0,5.183333333333334,1799,28.563090605892164,31.231795441912173,27.839911061700946,29.183435241801,-5.576876042245692,780.7094496942747,GV60/M2220878266.csv#segment_77,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,4.919614147909968,5.145036301220694,5.066465151417028
M2220878266,slow,79.0,97.0,18.0,2023-08-19 03:19:31,2023-08-19 07:03:48,13457.0,3.738055555555555,1343,29.0,32.0,28.440804169769173,29.6939687267312,-5.318838421444527,785.5752792256144,GV60/M2220878266.csv#segment_92,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,4.81533774243888,5.280296979020766,5.169080174111814
M2220878266,slow,63.5,93.5,30.0,2023-09-03 04:41:50,2023-09-03 09:32:35,17445.0,4.845833333333333,1740,26.527314548591143,28.60034502587694,25.94997124784359,26.849913743530763,-7.285545977011495,763.6283333333333,GV60/M2220878266.csv#segment_101,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,6.190885640584695,4.956088711979429,4.990560622007208
M2220878266,slow,29.0,68.0,39.0,2023-09-14 00:52:46,2023-09-14 06:32:47,20401.0,5.666944444444445,1941,27.624420401854714,30.167439464193716,27.10922205048944,28.07521895929933,-7.897269448737763,717.6885110767646,GV60/M2220878266.csv#segment_113,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,6.882015587471202,5.08261353787939,5.053813294194606
M2220878266,slow,77.5,97.0,19.5,2023-09-19 01:18:11,2023-09-19 05:25:09,14818.0,4.1161111111111115,1410,27.000709219858155,29.66950354609929,27.0,28.0,-5.032127659574468,786.0763120567376,GV60/M2220878266.csv#segment_129,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,4.737481441490079,5.490909230997639,5.4777244389176625
M2220878266,slow,79.5,96.5,17.0,2023-10-07 03:35:47,2023-10-07 06:32:00,10573.0,2.9369444444444444,1058,20.39319470699433,24.0,20.294896030245745,22.42249527410208,-6.555103969754254,784.3364839319471,GV60/M2220878266.csv#segment_164,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,5.788328761940793,5.150175144740584,5.45402447283071
M2220878266,fast,66.5,84.0,17.5,2023-10-08 19:50:25,2023-10-08 20:12:02,1297.0,0.3602777777777777,90,32.93333333333333,37.01111111111111,33.05555555555556,36.8,-46.51444444444444,778.921111111111,GV60/M2220878266.csv#segment_170,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,48.573631457208954,77.6145961098083,74.81712463343997,,,
M2220878266,slow,48.0,96.5,48.5,2023-10-09 22:28:46,2023-10-10 06:57:16,30510.0,8.475,2940,24.999319727891155,28.152380952380952,24.333673469387755,26.33469387755102,-6.514489795918367,765.7408843537415,GV60/M2220878266.csv#segment_180,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,5.722713864306785,5.123538648592778,5.211787288064247
M2220878266,slow,65.5,85.0,19.5,2023-10-23 03:18:44,2023-10-23 06:18:40,10796.0,2.9988888888888887,1080,17.0,21.0,16.757407407407406,19.0,-7.189074074074075,763.878425925926,GV60/M2220878266.csv#segment_206,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,6.5024082993701375,5.27533046800895,5.762669767561777
